Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,labels
-64.1025,-63.727500000000006,-67.205,-67.04333333333334,-64.9625,-65.225,-65.00999999999999,3
-61.7825,-62.73,-65.53999999999999,-63.78,-64.4825,-63.7475,-63.94,3
-58.487500000000004,-58.94499999999999,-62.8425,-59.39333333333334,-61.0625,-63.1275,-62.72,0
-58.3975,-59.3875,-61.2925,-60.326666666666675,-61.35,-60.635000000000005,-61.230000000000004,0
-66.72749999999999,-65.325,-65.4725,-69.03333333333335,-64.515,-64.685,-64.43,3
-55.8975,-56.00750000000001,-57.7575,-56.23666666666666,-56.295,-57.33,-56.865,4
-54.317499999999995,-59.502500000000005,-60.3725,-53.52333333333333,-60.1425,-61.37,-62.620000000000005,0
-56.1475,-62.4475,-65.8425,-55.29666666666666,-56.207499999999996,-55.9075,-54.754999999999995,0
-57.7225,-54.80499999999999,-59.11,-63.03,-54.6475,-56.845,-55.355000000000004,4
-58.752500000000005,-59.575,-60.605000000000004,-59.03666666666667,-60.42999999999999,-59.762499999999996,-60.150000000000006,0
-56.182500000000005,-56.44,-56.74250000000001,-58.373333333333335,-57.3275,-56.38,-57.040000000000006,0
-60.175,-55.837500000000006,-58.019999999999996,-66.11,-53.894999999999996,-54.557500000000005,-53.545,6
-56.935,-59.065,-62.602500000000006,-57.64333333333334,-61.9225,-61.065000000000005,-61.465,0
-54.9875,-58.290000000000006,-62.8175,-55.79666666666666,-59.754999999999995,-62.9375,-60.42,0
-57.765,-59.217499999999994,-59.082499999999996,-58.873333333333335,-60.277499999999996,-57.77250000000001,-58.644999999999996,0
-64.205,-64.9275,-65.76500000000001,-66.24000000000001,-66.0075,-64.5125,-65.16,3
-54.0275,-57.265,-61.307500000000005,-54.51666666666666,-58.305,-61.505,-59.55,0
-57.6525,-56.4175,-60.265,-60.64000000000001,-56.915,-58.1225,-57.06,4
-58.9475,-59.567499999999995,-61.2525,-61.20666666666667,-60.7375,-59.675,-59.94,0
-55.41,-52.6525,-57.6375,-59.67000000000001,-52.96249999999999,-55.52,-54.29,4
-62.82000000000001,-62.485,-62.545,-65.51666666666667,-63.0125,-62.464999999999996,-63.045,0
-60.63250000000001,-73.13,-58.5625,-56.65,-61.597500000000004,-58.0,-57.81,0
-60.925000000000004,-58.9525,-58.089999999999996,-64.2,-57.3625,-56.0775,-56.0,6
-56.260000000000005,-56.815,-61.6975,-59.169999999999995,-60.7725,-65.08500000000001,-65.185,0
-69.9625,-67.92750000000001,-61.795,-73.44,-66.4725,-62.9175,-64.82499999999999,1
-76.0425,-75.3625,-69.7975,-77.64666666666666,-74.32249999999999,-70.8575,-72.59,2
-58.38,-59.455,-61.72,-60.19333333333333,-61.3025,-60.3825,-60.805,0
-62.0625,-59.565,-56.8575,-66.32666666666665,-58.347500000000004,-56.425,-57.08,6
-55.4725,-59.6425,-65.69,-54.593333333333334,-61.349999999999994,-63.49,-62.925,0
-57.222500000000004,-57.905,-61.36750000000001,-57.32,-58.794999999999995,-60.302499999999995,-59.545,0
-54.275,-56.9925,-61.935,-53.36000000000001,-58.795,-60.88,-59.925,0
-63.5775,-66.17999999999999,-69.755,-63.65,-67.24,-68.5,-67.505,3
-52.4325,-53.4225,-61.962500000000006,-55.98,-56.835,-60.33,-58.225,4
-65.4225,-61.955,-65.515,-65.64,-64.935,-74.33000000000001,-71.81,3
-64.0275,-66.805,-66.055,-64.14666666666666,-70.00750000000001,-72.4525,-75.66499999999999,5
-59.3775,-58.8,-60.435,-60.946666666666665,-59.6325,-60.74000000000001,-60.625,0
-55.93,-52.8075,-55.97,-60.23,-52.544999999999995,-54.355000000000004,-53.415,4
-55.1525,-55.225,-56.265,-57.803333333333335,-56.5825,-56.190000000000005,-56.885,4
-62.8325,-60.3225,-72.3725,-69.93333333333334,-61.7775,-67.6925,-63.745000000000005,3
-57.865,-58.87,-61.6825,-59.39333333333334,-60.7475,-60.0775,-60.224999999999994,0
-59.4,-55.375,-58.235,-63.72,-53.6125,-55.8825,-54.015,4
-57.472500000000004,-58.88,-62.9625,-58.88666666666666,-60.300000000000004,-60.332499999999996,-59.875,0
-57.7625,-55.82249999999999,-59.225,-62.14333333333334,-56.15,-57.21,-56.39,4
-55.222500000000004,-58.9,-61.36750000000001,-55.16,-59.175,-61.155,-61.165000000000006,0
-57.36,-58.915,-62.265,-59.06,-60.9925,-60.684999999999995,-60.74,0
-58.402499999999996,-60.655,-66.685,-57.26333333333333,-63.010000000000005,-65.9475,-63.925,0
-59.7225,-59.1175,-62.4975,-61.50666666666667,-60.3275,-62.83,-61.91,0
-69.79499999999999,-71.1575,-71.91,-71.42,-73.83500000000001,-72.16999999999999,-73.455,5
-58.790000000000006,-59.7875,-62.25,-60.453333333333326,-61.46000000000001,-60.815,-61.155,0
-60.17,-59.005,-59.7725,-62.04,-58.8875,-59.49000000000001,-59.28,0
-52.012499999999996,-54.95,-60.7475,-52.69333333333333,-56.6425,-59.644999999999996,-58.175,4
-65.02000000000001,-67.68,-70.275,-65.49333333333334,-67.83250000000001,-70.45,-68.66499999999999,5
-58.904999999999994,-59.6275,-63.4525,-60.79666666666666,-61.9525,-62.9525,-62.989999999999995,0
-55.7375,-56.5925,-58.1075,-56.156666666666666,-57.34,-57.287499999999994,-57.205,4
-75.365,-72.825,-72.13,-80.68333333333334,-72.755,-72.32,-72.96000000000001,2
-58.465,-58.8825,-61.9875,-60.60666666666666,-60.7,-61.699999999999996,-61.620000000000005,0
-58.809999999999995,-60.3425,-63.3375,-60.23666666666667,-62.3475,-61.3275,-61.675,0
-61.025000000000006,-64.695,-65.3475,-63.656666666666666,-62.94500000000001,-63.53750000000001,-62.474999999999994,3
-65.58,-65.75,-63.385,-65.88666666666667,-69.68,-63.82249999999999,-67.47,1
-53.69,-56.79750000000001,-60.504999999999995,-53.84,-57.8675,-59.97,-58.175,0
-55.440000000000005,-58.4825,-61.1025,-55.879999999999995,-59.085,-61.1375,-59.41,0
-61.255,-58.93749999999999,-57.645,-65.00333333333333,-57.480000000000004,-56.175,-56.35,6
-58.3925,-57.8925,-57.41,-60.373333333333335,-58.375,-58.0325,-58.635,0
-73.8275,-72.67,-68.00999999999999,-76.31333333333333,-71.5975,-68.625,-70.035,2
-60.4775,-62.89999999999999,-67.215,-56.70666666666667,-65.74000000000001,-67.285,-66.175,0
-61.9675,-60.3925,-62.125,-64.33666666666666,-60.307500000000005,-61.8975,-61.224999999999994,0
-79.80250000000001,-81.35000000000001,-82.4025,-79.54333333333334,-82.57499999999999,-82.85499999999999,-83.465,7
-59.34,-59.2025,-64.395,-61.839999999999996,-60.25500000000001,-61.785,-60.68,0
-80.18,-78.9,-74.0375,-81.43333333333334,-77.865,-75.63499999999999,-76.55000000000001,2
-55.115,-58.3925,-61.8725,-53.92666666666667,-58.6675,-61.69,-60.205,0
-62.782500000000006,-58.7775,-57.0775,-66.33999999999999,-55.745,-55.0275,-54.41,6
-57.2675,-58.1425,-60.505,-58.76666666666667,-59.4175,-59.11,-59.075,0
-57.962500000000006,-57.635,-58.825,-60.843333333333334,-58.7,-58.70249999999999,-59.16,0
-57.3925,-58.8075,-61.69,-58.73666666666666,-61.1725,-60.217499999999994,-60.56,0
-60.09,-59.0,-60.115,-62.096666666666664,-59.3675,-60.31249999999999,-60.165000000000006,0
-55.957499999999996,-58.0,-59.324999999999996,-56.87,-58.055,-59.262499999999996,-58.205,0
-70.5025,-69.4075,-62.555,-75.44333333333333,-68.98499999999999,-64.67,-67.19,1
-74.3075,-73.99249999999999,-67.4075,-76.15333333333332,-72.645,-68.4775,-70.455,2
-73.69,-72.315,-65.385,-78.71333333333332,-71.68,-67.39,-69.93,2
-57.9325,-56.254999999999995,-58.385000000000005,-60.46666666666667,-55.85,-57.120000000000005,-56.394999999999996,4
-71.3625,-72.99249999999999,-74.605,-72.83666666666666,-74.85,-73.355,-73.96000000000001,5
-59.655,-60.9375,-68.72749999999999,-62.19333333333333,-63.6425,-67.11250000000001,-64.785,3
-53.4225,-56.39,-61.6325,-53.70666666666667,-57.932500000000005,-60.125,-58.55,0
-68.86500000000001,-75.91,-63.035,-68.27,-67.3925,-59.795,-60.95,3
-56.6075,-58.73,-61.667500000000004,-58.050000000000004,-59.755,-61.51,-60.59,0
-60.86750000000001,-61.802499999999995,-63.8775,-62.55333333333334,-63.1125,-62.325,-62.55,0
-60.50749999999999,-55.515,-55.7275,-65.55666666666667,-53.487500000000004,-53.535,-53.195,6
-59.06,-59.2,-60.6025,-60.38333333333333,-60.635,-61.3325,-61.62,0
-67.345,-65.4875,-65.50500000000001,-70.18333333333334,-65.1025,-65.1825,-65.225,3
-59.1325,-61.06,-63.5,-59.73,-61.082499999999996,-64.0,-62.37,0
-75.815,-77.83,-71.2475,-78.48666666666666,-74.6675,-70.96000000000001,-71.59,2
-61.9525,-62.445,-60.2525,-63.31666666666666,-62.0625,-60.655,-61.36,0
-62.35,-57.34,-62.32,-66.95333333333333,-57.0975,-60.605,-58.69,0
-58.28,-59.5075,-65.1825,-59.35333333333333,-60.89,-62.92,-61.58,0
-57.0775,-56.29,-57.830000000000005,-58.76333333333333,-56.9075,-57.835,-57.66,4
-51.775000000000006,-54.8325,-59.209999999999994,-53.53666666666667,-55.68249999999999,-58.28,-57.235,4
-66.2225,-67.97,-68.6525,-67.78333333333333,-71.245,-69.05,-70.695,5
-59.53,-61.015,-65.765,-65.20333333333333,-60.335,-59.08,-57.305,0
-54.2275,-54.552499999999995,-57.894999999999996,-54.97666666666667,-56.68,-58.197500000000005,-58.019999999999996,4
-55.8275,-56.0,-63.1225,-59.343333333333334,-58.074999999999996,-60.332499999999996,-59.035,0
-51.61,-52.1875,-60.4525,-54.623333333333335,-55.54,-58.3625,-57.36,4
-58.847500000000004,-59.887499999999996,-62.025,-57.98666666666666,-60.122499999999995,-61.4775,-60.685,0
-61.3875,-59.709999999999994,-56.9125,-62.673333333333325,-56.972500000000004,-55.275,-55.349999999999994,6
-55.6675,-52.4075,-56.372499999999995,-60.14666666666667,-52.185,-54.4375,-53.305,4
-58.205,-60.07,-63.0725,-58.99,-60.14,-63.165000000000006,-61.095,0
-68.00999999999999,-66.4375,-63.665,-72.10000000000001,-66.275,-64.2825,-65.41999999999999,1
-57.9925,-57.987500000000004,-60.949999999999996,-59.50333333333333,-59.54,-61.24,-60.905,0
-58.7325,-59.192499999999995,-62.4275,-60.55333333333334,-60.8925,-61.895,-61.54,0
-58.7025,-57.2325,-61.14,-62.74,-57.6,-59.02,-57.989999999999995,4
-71.39250000000001,-68.6225,-70.3,-76.37666666666667,-67.325,-67.3225,-66.545,5
-59.122499999999995,-60.03,-61.67,-61.26,-62.4025,-61.809999999999995,-62.629999999999995,0
-57.9025,-58.835,-63.0475,-55.86000000000001,-60.597500000000004,-61.78,-61.17,0
-56.95,-56.4025,-56.6075,-59.85333333333333,-57.24,-56.905,-57.405,0
-69.59,-71.18,-77.93,-71.26666666666667,-72.77,-74.08,-72.645,5
-73.005,-72.345,-66.57,-74.09,-71.83749999999999,-68.8425,-70.88499999999999,2
-64.895,-66.14750000000001,-75.26500000000001,-63.77333333333333,-68.145,-72.655,-69.68,5
-67.475,-64.045,-55.3125,-69.82333333333334,-60.6575,-56.425,-58.269999999999996,1
-55.2675,-53.464999999999996,-63.285,-60.68,-55.224999999999994,-59.519999999999996,-57.22,0
-54.99250000000001,-54.065,-60.10000000000001,-58.163333333333334,-55.847500000000004,-58.300000000000004,-57.010000000000005,4
-58.262499999999996,-58.145,-61.9825,-60.56666666666667,-59.379999999999995,-60.4475,-59.80500000000001,0
-54.5125,-54.94,-60.905,-57.03666666666667,-58.255,-59.35249999999999,-59.68,0
-64.6075,-62.41,-55.66,-67.80666666666666,-59.5275,-55.22,-56.655,6
-75.855,-74.455,-69.5075,-78.73333333333333,-73.4,-69.69,-71.255,2
-77.255,-75.425,-72.89,-81.69,-75.3875,-74.0975,-75.485,2
-60.8,-59.125,-62.455,-63.616666666666674,-56.69,-57.04,-55.625,6
-56.832499999999996,-58.775,-66.0325,-59.876666666666665,-62.3975,-64.05,-63.6,0
-74.85499999999999,-74.465,-69.355,-77.36,-73.6425,-69.55250000000001,-71.245,2
-57.14,-55.589999999999996,-61.585,-60.99666666666667,-56.489999999999995,-59.515,-57.724999999999994,0
-58.655,-57.72500000000001,-56.07,-62.65333333333333,-58.4675,-56.254999999999995,-57.64,0
-67.41,-66.495,-56.6125,-68.27666666666666,-63.4125,-59.05,-61.400000000000006,1
-69.2525,-66.9375,-57.5525,-73.09333333333333,-65.4125,-60.515,-63.565,1
-65.2275,-65.26,-67.7875,-66.64,-66.8575,-68.36500000000001,-68.28,3
-57.805,-60.302499999999995,-61.4075,-57.79,-60.325,-61.777499999999996,-60.71,0
-52.942499999999995,-55.0075,-59.1725,-53.89333333333334,-55.795,-58.5075,-56.985,4
-58.457499999999996,-58.75,-60.504999999999995,-59.81666666666666,-60.255,-61.309999999999995,-61.415,0
-69.0175,-73.06,-74.99,-69.25333333333333,-73.0625,-75.39,-75.18,5
-64.9325,-61.324999999999996,-69.8825,-71.47,-62.852500000000006,-68.9325,-65.88499999999999,3
-56.2675,-59.03,-62.542500000000004,-57.23,-59.6275,-62.28,-60.32,0
-69.78999999999999,-68.535,-70.3425,-74.00666666666666,-69.1725,-69.24,-69.22,5
-59.65,-55.15,-57.1925,-64.88000000000001,-53.8,-55.4325,-54.075,6
-57.2175,-58.6775,-63.2125,-56.833333333333336,-60.727500000000006,-63.232499999999995,-62.370000000000005,0
-58.2,-57.975,-60.522499999999994,-59.61666666666667,-59.30500000000001,-60.67,-60.565,0
-54.235,-52.075,-59.629999999999995,-57.76333333333333,-53.5375,-57.845000000000006,-55.724999999999994,4
-55.2825,-56.074999999999996,-63.56,-57.123333333333335,-59.405,-61.08500000000001,-60.765,0
-74.57000000000001,-72.4025,-72.24000000000001,-77.13,-71.9525,-72.78,-72.595,2
-79.78500000000001,-81.315,-82.4075,-79.51666666666667,-82.4825,-82.8025,-83.36,7
-57.897499999999994,-59.427499999999995,-61.685,-59.31,-61.5425,-60.2775,-60.985,0
-59.8025,-59.305,-61.5525,-61.53333333333333,-60.44749999999999,-61.7675,-61.6,0
-73.99499999999999,-71.80499999999999,-64.8075,-75.11333333333333,-70.33999999999999,-66.77,-68.55,2
-58.0875,-60.17250000000001,-60.205000000000005,-59.906666666666666,-64.4375,-61.165,-63.629999999999995,0
-65.11000000000001,-73.46000000000001,-67.46499999999999,-67.42666666666668,-69.835,-65.9325,-66.13499999999999,3
-58.10249999999999,-60.375,-62.85249999999999,-58.419999999999995,-61.247499999999995,-60.57,-60.045,0
-52.805,-58.37,-58.5675,-52.36333333333334,-57.275,-59.23500000000001,-59.97,0
-68.68499999999999,-66.28,-57.69,-67.30666666666666,-63.25,-58.96000000000001,-61.394999999999996,1
-79.78750000000001,-81.32249999999999,-82.4,-79.52666666666666,-82.50750000000001,-82.81249999999999,-83.385,7
-57.817499999999995,-57.0625,-61.9925,-60.919999999999995,-58.715,-61.9425,-61.025,0
-61.93,-59.3425,-56.942499999999995,-65.26666666666667,-57.214999999999996,-55.9225,-55.955,6
-70.6425,-67.6025,-57.475,-71.19333333333334,-64.13250000000001,-58.9725,-61.585,1
-66.69,-66.31,-68.3675,-68.26333333333334,-67.0775,-67.875,-67.69,3
-55.8225,-59.74,-68.515,-56.166666666666664,-62.6325,-67.6425,-65.32499999999999,0
-55.9325,-55.575,-57.21,-58.96666666666667,-56.5575,-56.6275,-56.885000000000005,4
-54.82,-58.582499999999996,-62.065,-54.24,-58.724999999999994,-60.9125,-60.89,0
-57.665,-58.8525,-61.317499999999995,-58.95666666666667,-60.45,-59.8,-60.095,0
-68.7125,-68.48249999999999,-57.25,-69.39999999999999,-63.9525,-59.377500000000005,-62.675,1
-79.78500000000001,-81.3125,-82.41499999999999,-79.51666666666667,-82.4725,-82.8,-83.35,7
-55.785000000000004,-58.245,-60.575,-56.39000000000001,-58.4475,-60.599999999999994,-59.5,0
-60.425,-61.9275,-60.755,-60.57666666666666,-61.3775,-58.9525,-59.519999999999996,0
-71.07,-68.7225,-62.059999999999995,-74.2,-67.22250000000001,-62.754999999999995,-64.575,1
-59.512499999999996,-61.65,-68.7025,-60.919999999999995,-66.145,-71.735,-69.555,0
-67.235,-64.325,-56.6125,-69.12666666666667,-62.3825,-58.2025,-60.095,1
-58.7375,-58.339999999999996,-57.79,-61.60333333333333,-58.955000000000005,-58.010000000000005,-58.894999999999996,0
-58.015,-59.4425,-62.3225,-60.31,-60.370000000000005,-60.06,-59.620000000000005,0
-54.660000000000004,-54.70250000000001,-56.212500000000006,-57.10333333333333,-57.3425,-59.980000000000004,-62.394999999999996,0
-79.78750000000001,-81.32249999999999,-82.435,-79.52333333333333,-82.47,-82.79249999999999,-83.33500000000001,7
-64.705,-64.0475,-67.295,-66.40333333333334,-65.48750000000001,-67.3475,-66.785,3
-61.004999999999995,-60.48499999999999,-67.6625,-63.586666666666666,-61.6125,-64.3075,-62.56,3
-53.355,-52.5225,-57.4775,-57.129999999999995,-53.915,-56.1125,-55.33,4
-61.07,-55.6,-57.957499999999996,-58.18666666666667,-59.040000000000006,-59.9775,-62.955,0
-58.599999999999994,-58.445,-59.5275,-60.35999999999999,-59.397499999999994,-59.945,-60.125,0
-74.05250000000001,-74.88,-69.7475,-76.87333333333333,-76.185,-73.3475,-75.925,2
-52.6225,-57.095,-62.17,-53.29666666666666,-58.834999999999994,-59.902499999999996,-61.14,0
-78.21,-76.6875,-71.145,-80.78000000000002,-75.58500000000001,-71.58999999999999,-73.17500000000001,2
-55.575,-56.0225,-63.3,-58.22666666666667,-58.345,-60.96,-59.54,0
-54.4625,-54.167500000000004,-57.3025,-57.84,-56.4025,-63.339999999999996,-62.84,0
-59.169999999999995,-58.9175,-60.2475,-62.120000000000005,-60.092499999999994,-59.959999999999994,-60.425,0
-53.962500000000006,-59.8875,-57.5475,-53.553333333333335,-56.6325,-65.405,-58.6,0
-77.355,-75.82,-71.57,-80.3,-75.19250000000001,-71.8425,-73.18,2
-53.330000000000005,-52.1825,-61.1725,-58.49333333333333,-54.2825,-58.665,-56.405,4
-54.82000000000001,-56.575,-61.870000000000005,-55.68000000000001,-59.214999999999996,-59.504999999999995,-59.394999999999996,0
-54.755,-57.684999999999995,-61.084999999999994,-53.39333333333334,-59.195,-60.2325,-60.205,0
-57.01,-58.9175,-61.905,-58.39666666666667,-62.115,-61.31,-62.205,0
-75.195,-74.6925,-67.52250000000001,-78.37333333333333,-72.05250000000001,-69.3325,-70.655,2
-64.2925,-69.3575,-73.83250000000001,-63.10333333333333,-73.17750000000001,-74.16499999999999,-76.01,5
-67.285,-66.13000000000001,-59.885000000000005,-71.07,-65.4275,-61.442499999999995,-63.635,1
-57.072500000000005,-57.2675,-61.76,-59.88333333333333,-59.782500000000006,-62.042500000000004,-61.510000000000005,0
-57.2525,-56.0075,-58.5075,-59.129999999999995,-56.13,-56.96000000000001,-56.415,4
-61.3975,-57.955,-55.162499999999994,-66.63666666666667,-55.7125,-54.165,-54.644999999999996,6
-58.9,-60.1825,-62.80500000000001,-60.366666666666674,-62.035,-61.12,-61.385,0
-66.9625,-63.8775,-54.4125,-69.57000000000001,-61.325,-56.5025,-59.11,1
-56.4625,-59.635000000000005,-63.114999999999995,-58.43666666666667,-67.55499999999999,-64.255,-69.075,0
-61.629999999999995,-65.9175,-72.44500000000001,-58.663333333333334,-67.89750000000001,-70.83749999999999,-68.99000000000001,3
-58.38,-59.525,-61.760000000000005,-60.333333333333336,-61.3975,-60.3725,-60.79,0
-55.2,-57.765,-61.855,-53.406666666666666,-59.2825,-60.6,-60.085,0
-68.9575,-68.21499999999999,-71.68,-72.92666666666666,-69.1375,-69.44,-69.005,5
-55.935,-56.5675,-59.1375,-57.71666666666667,-58.197500000000005,-57.6325,-57.69,0
-60.825,-60.5325,-63.002500000000005,-62.336666666666666,-61.865,-63.032500000000006,-62.84,0
-57.3925,-57.58,-59.86,-57.77333333333333,-58.68000000000001,-60.065,-59.82,0
-53.47,-56.235,-61.3425,-51.53666666666667,-60.8225,-64.535,-59.815,0
-53.794999999999995,-53.62,-60.76,-57.98666666666667,-56.3875,-59.550000000000004,-58.085,0
-57.46750000000001,-57.455,-59.160000000000004,-60.36333333333334,-59.04,-58.985,-59.435,0
-79.8,-81.3525,-82.39750000000001,-79.54666666666667,-82.5975,-82.8775,-83.5,7
-52.335,-55.9125,-59.440000000000005,-54.96,-57.769999999999996,-59.542500000000004,-59.305,4
-62.6575,-64.7875,-73.055,-64.88333333333334,-67.16,-66.8475,-65.80000000000001,5
-53.0275,-52.2125,-56.005,-56.20666666666667,-53.125,-54.545,-53.82,4
-64.9875,-61.0925,-57.125,-69.46333333333334,-58.980000000000004,-57.285,-58.09,6
-56.24,-60.0125,-57.852500000000006,-54.97666666666667,-59.7375,-59.885,-58.805,0
-67.825,-67.6625,-70.735,-69.16000000000001,-69.285,-70.92,-70.61500000000001,5
-56.4475,-60.2325,-64.505,-56.21333333333334,-61.1875,-64.2625,-64.145,0
-58.675,-57.43,-61.35,-61.63666666666666,-58.4075,-60.769999999999996,-59.86,0
-58.4625,-57.182500000000005,-57.3925,-57.53,-59.4175,-59.4175,-62.739999999999995,0
-68.285,-62.29,-65.935,-73.43,-60.129999999999995,-62.11,-60.08,0
-54.9375,-52.9,-58.4575,-60.42333333333334,-53.9775,-57.2025,-55.635000000000005,4
-58.53,-59.81,-61.84,-57.54333333333333,-60.370000000000005,-61.11,-60.68,0
-65.47000000000001,-60.61,-64.715,-70.55,-58.98,-61.495000000000005,-59.25,0
-59.042500000000004,-59.5725,-60.199999999999996,-60.99666666666667,-59.3775,-59.81,-59.540000000000006,0
-54.8275,-57.760000000000005,-64.5875,-52.56,-60.542500000000004,-63.58,-61.480000000000004,0
-54.59,-57.0625,-59.235,-56.03333333333333,-57.2475,-60.5225,-57.14,0
-53.214999999999996,-58.125,-63.34,-54.35333333333333,-60.2825,-63.6825,-62.19,0
-60.807500000000005,-58.832499999999996,-58.245,-63.47666666666667,-58.14999999999999,-57.8725,-58.045,6
-67.2125,-69.1975,-67.6275,-67.5,-69.31,-67.015,-67.74000000000001,5
-61.765,-54.644999999999996,-59.8375,-76.44,-53.425,-56.3125,-54.215,6
-59.245,-65.2275,-56.574999999999996,-56.11333333333334,-55.915,-65.38749999999999,-58.295,6
-58.927499999999995,-59.375,-61.544999999999995,-61.10333333333333,-60.3425,-59.7175,-59.599999999999994,0
-54.272499999999994,-53.765,-61.965,-58.00666666666667,-55.91,-60.3975,-58.015,0
-74.52000000000001,-73.1475,-67.91,-77.33666666666666,-71.98750000000001,-68.205,-69.73,2
-58.92999999999999,-60.14,-63.285,-60.64666666666667,-62.0975,-61.44,-61.510000000000005,0
-61.96,-60.31,-56.712500000000006,-64.81666666666666,-60.0425,-57.9925,-59.425,6
-64.725,-63.347500000000004,-68.94,-68.62666666666667,-63.4625,-66.3775,-64.435,3
-61.84,-61.50750000000001,-62.045,-64.39,-62.115,-62.13249999999999,-62.31,0
-70.91999999999999,-70.9675,-73.2425,-73.41,-71.7,-70.95500000000001,-71.005,5
-79.795,-81.33250000000001,-82.41749999999999,-79.53333333333333,-82.5275,-82.83500000000001,-83.41499999999999,7
-63.79,-67.41749999999999,-69.58749999999999,-64.18333333333334,-68.0575,-69.13999999999999,-69.72,5
-72.7975,-70.3075,-64.2575,-75.54666666666667,-68.76249999999999,-64.75,-66.38499999999999,2
-53.3,-51.7325,-59.4125,-56.72666666666667,-52.5375,-56.44,-54.335,4
-55.364999999999995,-52.5475,-59.185,-61.22333333333333,-52.690000000000005,-56.5275,-54.135000000000005,4
-59.79,-59.085,-60.05,-62.04,-59.9875,-60.425,-60.71,0
-79.7775,-81.315,-82.4125,-79.51666666666667,-82.4875,-82.8025,-83.365,7
-66.9325,-64.785,-57.525000000000006,-70.94666666666666,-62.7925,-58.2425,-60.32,1
-71.44749999999999,-70.10249999999999,-64.27000000000001,-75.38666666666667,-69.255,-65.79750000000001,-67.82,2
-77.3275,-75.815,-70.695,-80.49333333333334,-74.6275,-71.555,-73.145,2
-64.005,-62.0475,-57.2375,-67.37333333333333,-59.730000000000004,-56.449999999999996,-57.43,6
-59.5775,-60.9725,-63.335,-61.36333333333332,-63.4725,-62.7825,-63.39,0
-54.387499999999996,-55.92,-61.325,-56.41,-58.425,-59.377500000000005,-59.11,0
-58.0575,-60.519999999999996,-64.24000000000001,-56.32666666666666,-59.04,-59.690000000000005,-63.099999999999994,0
-56.964999999999996,-53.15,-55.3375,-63.52333333333333,-53.13499999999999,-54.474999999999994,-53.864999999999995,4
-55.93,-56.6475,-59.68249999999999,-57.54,-58.67,-58.472500000000004,-58.93,0
-57.6575,-60.1025,-63.8775,-57.586666666666666,-60.379999999999995,-63.81999999999999,-61.845,0
-60.31,-60.695,-64.82,-63.453333333333326,-62.445,-63.044999999999995,-63.05,0
-55.985,-55.89,-57.04,-58.46,-56.79249999999999,-55.9875,-56.28,4
-73.1625,-70.0125,-61.4175,-77.39999999999999,-67.8,-64.0325,-66.25999999999999,1
-56.1875,-57.995000000000005,-63.1775,-57.53666666666666,-61.36,-63.82,-63.665,0
-72.1575,-72.88749999999999,-77.46,-69.00333333333333,-69.105,-73.7525,-69.735,5
-58.0775,-59.485,-61.145,-59.76,-61.93000000000001,-60.7825,-61.705,0
-59.0475,-61.81,-67.65,-54.083333333333336,-58.3925,-63.709999999999994,-59.004999999999995,0
-58.675,-61.04,-64.87,-58.583333333333336,-61.1875,-64.63749999999999,-62.405,0
-54.155,-52.302499999999995,-57.38249999999999,-57.65333333333333,-53.5225,-56.3725,-55.3,4
-61.80500000000001,-64.7225,-71.74,-62.71333333333334,-66.5875,-69.925,-66.925,3
-64.0325,-63.08500000000001,-68.4275,-67.87,-64.435,-67.68,-65.845,3
-54.8775,-57.542500000000004,-60.0425,-55.56333333333333,-58.105000000000004,-59.7575,-58.39,0
-61.2475,-58.322500000000005,-56.955,-65.15666666666667,-56.5275,-55.26499999999999,-55.260000000000005,6
-58.410000000000004,-61.4875,-59.612500000000004,-57.96333333333333,-61.7525,-61.125,-61.14,0
-54.76,-57.627500000000005,-62.177499999999995,-55.333333333333336,-59.7175,-60.315000000000005,-59.325,0
-51.04,-51.9925,-57.464999999999996,-54.46333333333333,-54.277499999999996,-57.63250000000001,-55.68,4
-54.277499999999996,-54.9225,-58.8075,-56.21666666666667,-56.425,-57.3825,-57.085,4
-77.4575,-75.62,-71.14500000000001,-78.49333333333334,-73.9225,-72.16499999999999,-72.965,2
-54.86,-58.08500000000001,-64.295,-52.89000000000001,-61.0075,-62.28,-61.43,0
-71.52,-70.2175,-60.61,-72.90666666666665,-67.4725,-63.4525,-65.555,1
-57.045,-61.265,-63.155,-57.01333333333333,-61.352500000000006,-63.295,-63.26,0
-53.012499999999996,-55.3025,-58.4275,-53.99333333333333,-56.325,-58.1325,-56.97,4
-69.77,-67.34,-62.754999999999995,-72.80333333333333,-66.1825,-64.14750000000001,-65.465,1
-58.4275,-59.075,-61.029999999999994,-60.376666666666665,-60.355000000000004,-59.442499999999995,-59.705,0
-62.555,-63.6975,-67.23750000000001,-63.32,-65.8525,-66.0275,-66.33500000000001,3
-64.0625,-64.565,-62.47,-63.89000000000001,-67.2375,-66.55,-69.225,3
-57.8575,-59.394999999999996,-63.775,-59.35,-61.765,-61.7,-61.655,0
-56.6475,-56.92250000000001,-60.46249999999999,-57.77,-58.9025,-60.545,-60.36,0
-58.84,-60.6975,-64.035,-59.75666666666666,-61.12,-63.412499999999994,-61.51,0
-58.415000000000006,-60.410000000000004,-63.645,-58.71333333333333,-61.1125,-63.7975,-62.285,0
