Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,labels
-66.9725,-64.905,-70.1625,-78.28000000000002,-65.6875,-67.63,-67.10499999999999,5
-55.900000000000006,-55.035,-55.527499999999996,-57.576666666666675,-55.6575,-56.0425,-56.035,4
-56.455000000000005,-58.1475,-62.3575,-57.93333333333334,-61.045,-60.4275,-60.875,0
-58.324999999999996,-59.3525,-61.14750000000001,-60.279999999999994,-60.945,-59.655,-60.245000000000005,0
-69.1125,-67.8475,-60.795,-73.08,-66.945,-62.705000000000005,-65.1,1
-56.332499999999996,-60.0125,-66.25999999999999,-57.95333333333334,-63.165,-66.44,-64.61500000000001,0
-59.355,-59.107499999999995,-59.4225,-61.74666666666667,-59.75,-59.435,-59.94,0
-70.6675,-73.3825,-60.24,-68.67333333333333,-65.7975,-63.48,-64.325,3
-52.185,-56.015,-59.815,-53.06,-55.97,-59.1525,-57.915000000000006,4
-65.0025,-64.215,-62.265,-66.50333333333333,-64.06750000000001,-62.9925,-63.845,1
-69.93,-64.78750000000001,-57.5625,-75.21,-61.8825,-57.265,-58.805,1
-69.0975,-67.125,-60.4625,-72.95666666666666,-65.9725,-62.1025,-64.245,1
-55.217499999999994,-57.9525,-60.535,-56.36000000000001,-58.39999999999999,-60.765,-59.21,0
-65.1525,-65.17500000000001,-70.4675,-59.443333333333335,-57.6425,-58.2825,-56.739999999999995,0
-56.285000000000004,-57.0375,-61.865,-53.75666666666666,-59.735,-62.9725,-59.480000000000004,0
-62.275000000000006,-59.5775,-56.532500000000006,-67.11333333333333,-58.2575,-55.964999999999996,-56.97,6
-70.81750000000001,-68.52,-60.885,-77.99333333333334,-67.51,-62.527499999999996,-64.965,1
-58.905,-54.81,-57.55499999999999,-63.166666666666664,-53.269999999999996,-54.4225,-53.44,4
-63.8,-63.9525,-67.035,-66.11999999999999,-65.51,-66.51249999999999,-66.22,3
-61.8475,-58.88999999999999,-56.035,-66.31666666666666,-57.1525,-55.3725,-56.06,6
-53.4275,-54.56,-60.254999999999995,-55.81999999999999,-57.03,-58.162499999999994,-57.92,4
-57.92,-58.762499999999996,-60.5825,-59.88333333333333,-60.282500000000006,-59.1525,-59.72,0
-59.62,-60.6475,-63.0275,-61.27,-62.3575,-61.3175,-61.61,0
-52.325,-56.037499999999994,-59.76,-54.10666666666666,-56.847500000000004,-59.085,-57.95,4
-63.572500000000005,-63.417500000000004,-65.7425,-67.54333333333334,-65.6475,-65.545,-65.96000000000001,3
-79.63499999999999,-81.09,-82.935,-79.99333333333334,-82.9325,-82.545,-82.775,7
-60.2625,-62.17,-60.4025,-60.11333333333332,-60.7625,-60.474999999999994,-60.265,0
-55.55500000000001,-53.3975,-57.065,-60.54666666666666,-53.574999999999996,-55.434999999999995,-54.435,4
-74.39999999999999,-72.8925,-66.85499999999999,-79.61666666666667,-72.285,-67.965,-70.07,2
-59.037499999999994,-59.989999999999995,-61.305,-59.666666666666664,-59.64,-60.835,-60.19,0
-75.1225,-72.6375,-66.5675,-76.01,-71.34750000000001,-68.0175,-69.655,2
-56.24250000000001,-58.5025,-63.807500000000005,-56.79,-60.425,-61.559999999999995,-60.535,0
-69.19250000000001,-58.2225,-62.9525,-61.883333333333326,-59.38249999999999,-65.14750000000001,-64.16,3
-78.5575,-77.12,-71.7325,-80.77,-75.8025,-71.8875,-73.53,2
-53.6575,-61.3325,-62.8325,-51.053333333333335,-57.1925,-64.32,-58.39,0
-57.815,-58.58749999999999,-60.7725,-59.04666666666666,-60.2325,-59.887499999999996,-60.334999999999994,0
-51.2575,-54.79,-73.73500000000001,-51.29,-59.2975,-64.4525,-63.599999999999994,0
-63.69,-68.4075,-71.69999999999999,-63.34,-69.3675,-71.715,-71.50999999999999,5
-58.0325,-60.027499999999996,-63.55250000000001,-59.43666666666667,-62.435,-61.462500000000006,-61.61,0
-55.295,-55.334999999999994,-58.39,-56.56333333333333,-57.3325,-57.692499999999995,-58.16,4
-58.13,-60.44,-62.7875,-58.61333333333334,-60.7,-62.8475,-61.45,0
-58.89,-59.6025,-59.497499999999995,-60.04333333333333,-60.042500000000004,-59.169999999999995,-59.885000000000005,0
-55.3875,-59.150000000000006,-63.6375,-54.973333333333336,-59.425,-61.71,-61.84,0
-71.805,-70.97,-63.4675,-72.66666666666667,-69.2,-63.425,-65.60499999999999,1
-54.01,-59.0125,-63.042500000000004,-53.72666666666667,-59.6625,-62.5675,-61.635,0
-56.474999999999994,-56.1825,-60.8125,-60.39333333333334,-58.082499999999996,-59.61000000000001,-59.06,0
-79.78500000000001,-81.315,-82.41749999999999,-79.51666666666667,-82.47999999999999,-82.8075,-83.36,7
-61.085,-59.7525,-56.4125,-64.28333333333335,-58.525,-55.6025,-56.525,6
-57.010000000000005,-58.21,-62.97,-58.32333333333333,-61.005,-61.385,-61.205,0
-56.575,-57.81,-61.485,-58.01,-59.87,-59.3125,-59.68,0
-73.6925,-70.3925,-59.955,-71.50666666666666,-65.48,-62.245000000000005,-63.78,1
-75.0025,-73.735,-67.13,-77.62666666666667,-72.165,-68.3,-70.275,2
-60.5125,-57.3425,-58.77,-64.48666666666666,-56.315,-57.11,-56.495000000000005,6
-65.0575,-62.7325,-57.52,-69.38666666666667,-61.0625,-57.8675,-59.375,6
-58.292500000000004,-58.7025,-61.735,-60.53666666666667,-60.38,-61.3725,-61.255,0
-58.372499999999995,-58.11,-59.94,-61.07333333333333,-59.0325,-59.285000000000004,-59.295,0
-79.79,-81.3375,-82.4,-79.53333333333333,-82.55000000000001,-82.8375,-83.44,7
-61.88249999999999,-61.9775,-65.0,-63.26666666666667,-63.697500000000005,-65.2625,-65.0,3
-69.575,-70.3525,-65.82,-68.59,-67.70250000000001,-64.155,-64.81,1
-62.935,-60.245,-57.2275,-65.02,-56.8725,-55.010000000000005,-54.915,6
-58.197500000000005,-59.2525,-62.5225,-56.88666666666666,-60.3975,-61.652499999999996,-60.97,0
-59.6075,-59.2925,-60.335,-62.68000000000001,-60.432500000000005,-60.3,-60.78,0
-55.595,-54.465,-61.19,-59.93666666666667,-56.45,-59.5525,-58.099999999999994,0
-55.822500000000005,-54.834999999999994,-60.7375,-59.86000000000001,-56.4025,-58.4725,-57.295,0
-64.41,-67.075,-70.9925,-62.669999999999995,-68.265,-69.4975,-69.2,5
-66.5975,-69.135,-57.855000000000004,-67.90666666666665,-64.2225,-61.1725,-62.165,1
-58.0475,-58.2425,-60.385,-60.946666666666665,-59.89,-60.004999999999995,-60.37,0
-60.335,-59.935,-60.4225,-62.080000000000005,-60.6425,-61.1425,-61.315,0
-58.9875,-58.555,-60.959999999999994,-61.03666666666667,-59.93,-61.3925,-61.17,0
-56.5625,-56.0875,-58.519999999999996,-60.76,-56.1825,-56.817499999999995,-56.47,4
-68.0275,-65.2875,-57.6,-70.19,-63.635000000000005,-59.7625,-61.245000000000005,1
-57.4625,-57.63,-59.485,-59.75,-58.910000000000004,-59.3575,-59.545,0
-64.7775,-67.815,-68.2475,-65.71666666666665,-70.61250000000001,-67.9225,-69.41499999999999,5
-54.425000000000004,-57.205,-60.5275,-53.95666666666667,-57.4325,-59.572500000000005,-58.17,0
-51.542500000000004,-54.92250000000001,-58.56,-53.04,-57.010000000000005,-58.2,-56.775000000000006,4
-50.565000000000005,-52.9925,-75.13000000000001,-52.54333333333333,-55.55,-67.16,-60.849999999999994,0
-67.88,-72.305,-72.6475,-66.99333333333334,-72.54,-75.47999999999999,-72.995,5
-58.212500000000006,-58.0,-59.7775,-60.86333333333334,-58.815,-59.14,-59.085,0
-56.825,-56.67,-58.25,-58.276666666666664,-57.977500000000006,-58.93,-59.105000000000004,0
-58.129999999999995,-58.605,-62.4075,-59.596666666666664,-60.722500000000004,-62.839999999999996,-62.385,0
-60.065,-64.7275,-70.405,-58.876666666666665,-65.98499999999999,-68.41,-68.225,3
-65.07000000000001,-64.9425,-68.28999999999999,-66.27333333333333,-66.4275,-68.26,-67.92500000000001,3
-60.43000000000001,-64.795,-71.39000000000001,-60.870000000000005,-64.6475,-70.0675,-65.38,3
-60.465,-59.7925,-61.834999999999994,-62.45666666666667,-60.635000000000005,-61.747499999999995,-61.56,0
-58.425,-59.3275,-59.985,-59.65,-59.7175,-58.2225,-58.5,0
-55.8,-59.497499999999995,-64.44749999999999,-54.21666666666667,-61.099999999999994,-65.195,-61.995000000000005,0
-57.7525,-58.137499999999996,-59.805,-58.14333333333334,-58.625,-59.709999999999994,-59.16,0
-58.8825,-55.9425,-58.93000000000001,-63.080000000000005,-54.8975,-55.985,-54.7,4
-79.6275,-81.09750000000001,-82.89999999999999,-79.98333333333333,-82.96249999999999,-82.555,-82.8,7
-79.7975,-81.32,-82.44500000000001,-79.52999999999999,-82.46,-82.79750000000001,-83.33,7
-72.255,-73.56,-67.69500000000001,-74.33666666666666,-74.15,-69.5875,-72.24,2
-59.105000000000004,-59.47,-60.912499999999994,-61.23333333333334,-60.4375,-59.495000000000005,-59.754999999999995,0
-75.6275,-71.91749999999999,-74.12,-65.37333333333333,-74.71,-72.63000000000001,-72.41499999999999,5
-56.3525,-55.03,-61.4875,-59.92666666666667,-55.95,-58.425,-56.86,0
-57.802499999999995,-61.1625,-61.754999999999995,-57.75666666666667,-61.065,-63.1625,-61.614999999999995,0
-67.19,-65.19749999999999,-60.5,-70.63333333333333,-63.095,-59.8325,-60.735,1
-62.915,-60.142500000000005,-60.34,-66.14999999999999,-58.6225,-58.779999999999994,-58.33,6
-56.6925,-60.0825,-63.807500000000005,-56.39333333333334,-60.8575,-63.522499999999994,-61.795,0
-60.9625,-60.934999999999995,-61.875,-62.61666666666667,-62.287499999999994,-63.085,-63.295,0
-72.6675,-68.97,-65.10749999999999,-78.21666666666667,-66.7775,-64.55250000000001,-65.405,1
-59.7325,-57.2125,-62.96,-64.65333333333334,-57.3275,-59.8375,-58.055,4
-58.09,-58.1625,-61.44,-58.96,-59.825,-61.525,-61.230000000000004,0
-52.875,-53.935,-61.31,-55.24333333333333,-56.3525,-59.08,-57.69,4
-71.4175,-69.915,-62.8225,-73.92,-68.4,-64.1675,-66.345,1
-54.7375,-57.25,-62.1175,-56.31,-59.957499999999996,-60.3275,-59.80500000000001,0
-58.345000000000006,-57.772499999999994,-60.037499999999994,-59.61666666666667,-58.3725,-59.6875,-59.269999999999996,0
-58.620000000000005,-61.0625,-59.58500000000001,-58.72,-62.0175,-60.2,-61.335,0
-58.075,-59.19,-60.28999999999999,-59.72333333333333,-60.9525,-59.775000000000006,-60.52,0
-75.5475,-73.9975,-67.92750000000001,-77.89999999999999,-72.43,-69.9325,-71.315,2
-66.3725,-63.24,-57.16250000000001,-68.78,-60.865,-57.895,-59.165000000000006,6
-51.540000000000006,-55.660000000000004,-64.3675,-52.98333333333333,-59.425,-63.7225,-60.644999999999996,0
-59.050000000000004,-59.02499999999999,-60.572500000000005,-61.54666666666666,-59.9825,-60.26,-60.355000000000004,0
-52.7275,-57.7325,-60.144999999999996,-53.696666666666665,-58.004999999999995,-60.995000000000005,-59.43,0
-57.3325,-58.47,-58.502500000000005,-58.64666666666667,-58.472500000000004,-58.1825,-58.815,0
-64.93249999999999,-62.6875,-55.9975,-68.90666666666667,-60.4375,-56.4125,-58.185,6
-55.62500000000001,-55.4075,-56.9725,-57.169999999999995,-56.4825,-57.335,-57.415000000000006,4
-57.805,-57.3775,-59.5975,-59.403333333333336,-58.6175,-59.58,-59.519999999999996,0
-53.93000000000001,-56.44,-58.11,-55.47333333333333,-57.8125,-59.9975,-62.4,0
-72.025,-70.925,-66.465,-75.61333333333333,-70.63499999999999,-67.7775,-69.435,2
-69.21000000000001,-68.495,-69.455,-70.93333333333334,-68.7525,-69.0825,-69.095,5
-65.9375,-62.48,-57.18,-68.89,-60.075,-57.597500000000004,-58.745,6
-53.25749999999999,-56.7925,-66.45,-52.379999999999995,-60.175,-65.4,-61.05,0
-59.655,-57.334999999999994,-63.807500000000005,-64.47333333333333,-57.855000000000004,-60.897499999999994,-58.955,0
-59.3075,-58.885,-59.695,-62.06666666666666,-59.69,-59.5125,-59.885000000000005,0
-78.89750000000001,-75.2625,-70.66,-80.88333333333334,-73.22749999999999,-71.74,-72.54,2
-68.03,-67.8725,-68.92750000000001,-69.46,-68.955,-69.5875,-69.765,5
-57.4925,-55.135,-61.39,-62.70666666666667,-56.105000000000004,-59.6875,-57.7,0
-75.6075,-73.9875,-68.0,-78.09333333333333,-72.24000000000001,-69.6175,-71.1,2
-75.09,-74.845,-68.23,-77.85666666666667,-73.3925,-68.68,-70.595,2
-58.805,-55.8925,-59.31,-63.05666666666667,-55.2625,-56.997499999999995,-55.925,4
-73.20500000000001,-73.9425,-69.465,-75.64999999999999,-74.1625,-69.805,-71.72,2
-79.79,-81.3275,-82.44,-79.53333333333333,-82.515,-82.83000000000001,-83.39,7
-51.557500000000005,-52.2025,-58.6625,-55.27333333333333,-55.5925,-57.657500000000006,-57.435,4
-61.099999999999994,-61.515,-64.7475,-63.03333333333333,-62.8875,-63.05,-62.925,0
-56.205,-57.87,-61.8575,-54.916666666666664,-59.845,-60.79249999999999,-60.07,0
-59.23,-62.4525,-66.3025,-59.339999999999996,-62.93000000000001,-66.0975,-63.980000000000004,0
-56.81,-53.2375,-57.144999999999996,-61.17666666666667,-52.155,-54.19500000000001,-52.78,4
-62.1875,-60.17,-56.33,-65.85666666666667,-58.81,-56.4025,-57.545,6
-68.52000000000001,-65.8125,-60.0825,-71.08333333333333,-62.894999999999996,-59.644999999999996,-60.64,1
-58.2,-58.01,-62.64,-59.77333333333333,-60.02,-62.6225,-61.775000000000006,0
-55.995,-56.957499999999996,-56.5275,-58.14666666666667,-56.83749999999999,-56.4225,-56.725,0
-71.8925,-67.6875,-71.7025,-79.72666666666667,-66.89500000000001,-69.2425,-67.435,5
-60.4325,-60.625,-62.56999999999999,-62.64000000000001,-61.775,-62.285000000000004,-62.335,0
-59.942499999999995,-60.597500000000004,-61.4725,-62.09666666666667,-61.8025,-60.28,-60.995000000000005,0
-78.28,-76.73749999999998,-70.58749999999999,-81.16333333333334,-75.3125,-70.99,-72.77000000000001,2
-55.09,-57.76,-57.5575,-55.93666666666667,-59.465,-57.8125,-59.34,4
-58.13,-57.7925,-58.584999999999994,-60.01,-58.925,-59.38000000000001,-59.815,0
-60.67,-57.85000000000001,-58.714999999999996,-64.55,-56.265,-56.765,-55.82,6
-65.69500000000001,-65.22250000000001,-65.42999999999999,-66.45,-65.4425,-65.68,-65.83,3
-54.665000000000006,-58.32,-62.32,-55.77333333333333,-60.260000000000005,-61.775,-59.95,0
-58.815,-58.5825,-60.9075,-60.669999999999995,-60.05,-61.345,-61.144999999999996,0
-56.262499999999996,-58.809999999999995,-61.7275,-57.46,-59.02250000000001,-61.56,-59.785,0
-80.095,-79.85,-77.695,-82.21666666666667,-79.16999999999999,-78.285,-78.97,2
-53.75,-56.34,-59.665,-53.96666666666667,-59.0675,-61.4975,-60.425,0
-56.557500000000005,-56.425,-58.55,-58.74,-57.8275,-58.22,-58.155,0
-58.8675,-59.2025,-61.13,-61.06333333333333,-60.2325,-59.58,-59.7,0
-53.4325,-57.95250000000001,-61.4625,-53.98333333333333,-58.895,-61.3975,-60.755,0
-69.785,-67.22,-57.1475,-72.58666666666666,-64.5875,-59.93,-62.6,1
-53.6625,-56.9175,-60.1375,-55.18000000000001,-57.23,-59.1925,-58.575,0
-56.0975,-57.355,-60.765,-58.21,-58.355,-60.01499999999999,-58.62,0
-63.49499999999999,-61.432500000000005,-76.5475,-66.24,-63.025,-71.405,-65.525,5
-65.1575,-65.2225,-67.525,-68.04666666666667,-66.8425,-67.31,-67.61500000000001,3
-65.2375,-67.14750000000001,-66.66,-65.03666666666668,-65.07,-69.445,-66.405,3
-58.4375,-59.900000000000006,-62.835,-59.68333333333333,-61.8225,-61.0175,-61.334999999999994,0
-53.177499999999995,-57.322500000000005,-62.78,-53.166666666666664,-58.195,-61.1675,-60.525000000000006,0
-59.0125,-59.455,-61.04,-61.32333333333333,-60.739999999999995,-59.78,-60.114999999999995,0
-66.1625,-67.44250000000001,-69.68,-67.22,-69.71249999999999,-68.98749999999998,-69.28999999999999,5
-57.394999999999996,-58.025000000000006,-60.9275,-57.93,-59.875,-60.967499999999994,-60.915,0
-75.48249999999999,-74.1825,-67.91250000000001,-77.02,-72.1325,-69.5875,-70.715,2
-52.8925,-54.019999999999996,-59.885,-55.88333333333333,-56.965,-57.9375,-57.445,4
-57.504999999999995,-61.7825,-66.39,-56.663333333333334,-62.6675,-61.927499999999995,-61.400000000000006,0
-62.7675,-65.94749999999999,-73.515,-62.02333333333333,-67.0125,-69.9425,-70.44,5
-74.52000000000001,-73.36250000000001,-69.175,-78.15333333333334,-73.1225,-70.4525,-71.92,2
-52.96,-55.595,-60.17,-51.34,-57.3425,-58.94499999999999,-57.655,4
-54.462500000000006,-58.1975,-68.42999999999999,-52.13,-62.6375,-67.25250000000001,-64.14500000000001,0
-66.5875,-54.917500000000004,-59.64,-58.88333333333333,-53.9525,-64.69500000000001,-56.735,0
-72.7825,-71.5675,-74.67,-74.83,-71.92,-73.8,-72.93,5
-69.00750000000001,-68.14,-70.5425,-72.78666666666668,-67.7,-67.67,-66.91999999999999,5
-55.480000000000004,-54.91,-61.42,-57.89333333333334,-57.6075,-60.2275,-59.519999999999996,0
-72.7775,-73.47,-71.81,-73.54666666666667,-74.39750000000001,-72.41,-73.68,5
-56.915,-56.78,-60.1175,-59.04666666666666,-57.99499999999999,-59.0975,-58.65,0
-65.98500000000001,-67.4425,-69.0375,-67.17,-68.53,-66.74249999999999,-67.13,3
-75.5825,-73.7,-71.91,-78.09333333333332,-73.3375,-73.645,-73.93,2
-54.4975,-58.87,-62.3575,-53.28666666666667,-59.197500000000005,-60.317499999999995,-59.150000000000006,0
-62.55500000000001,-63.2675,-65.0675,-64.39333333333333,-64.525,-63.330000000000005,-63.725,3
-56.9525,-59.885000000000005,-62.6725,-57.61666666666667,-60.275,-62.9,-60.975,0
-79.795,-81.3375,-82.425,-79.53333333333333,-82.515,-82.815,-83.385,7
-65.0225,-63.195,-57.802499999999995,-67.74666666666667,-61.1475,-57.35,-58.5,1
-57.295,-57.245000000000005,-58.155,-59.01,-58.53,-58.73,-59.3,0
-71.655,-70.5075,-63.3725,-75.98666666666666,-69.56,-65.19999999999999,-67.655,1
-60.415,-58.41,-59.760000000000005,-63.53666666666667,-58.6,-59.32,-59.185,6
-68.4925,-68.52250000000001,-71.04,-69.92666666666666,-69.915,-71.0475,-70.94,5
-65.7725,-64.9725,-66.19,-67.67,-65.39250000000001,-66.27,-66.135,3
-58.1475,-58.0025,-65.105,-53.21333333333333,-61.037499999999994,-63.565,-61.89,0
-52.41,-52.112500000000004,-54.167500000000004,-55.03333333333333,-53.1175,-53.277499999999996,-53.385,4
-66.27499999999999,-60.5125,-56.8375,-66.64,-66.1075,-60.38,-69.28,1
-58.45,-60.0025,-62.15,-60.053333333333335,-61.78999999999999,-60.465,-60.974999999999994,0
-79.795,-81.33250000000001,-82.4025,-79.52666666666666,-82.52250000000001,-82.8275,-83.405,7
-58.6075,-58.9425,-60.535,-60.85333333333333,-60.03,-59.125,-59.345,0
-61.3825,-62.9425,-67.3175,-63.00666666666666,-65.24000000000001,-65.0575,-64.95,3
-54.535,-58.3675,-64.32249999999999,-53.550000000000004,-59.6025,-61.2175,-62.06,0
-58.3575,-59.2975,-60.7975,-60.61333333333334,-61.0475,-59.42750000000001,-60.099999999999994,0
-66.58000000000001,-67.155,-68.16,-67.43333333333332,-68.4975,-68.6,-69.095,5
-58.98500000000001,-58.817499999999995,-61.8575,-60.14666666666667,-60.4125,-61.88,-61.495,0
-58.8925,-58.9025,-60.580000000000005,-61.576666666666675,-60.294999999999995,-60.2075,-60.59,0
-56.725,-58.385000000000005,-61.335,-58.13666666666666,-60.69,-59.58,-60.11,0
-56.457499999999996,-56.837500000000006,-61.207499999999996,-58.60666666666666,-57.94,-58.6325,-57.835,0
-58.64,-58.962500000000006,-61.8675,-60.68333333333334,-60.77,-61.61000000000001,-61.480000000000004,0
-58.56750000000001,-60.277499999999996,-65.17,-60.80666666666667,-60.5325,-63.705,-62.29,0
-56.7075,-59.0775,-60.7975,-56.48,-61.9825,-60.3675,-61.56,0
-57.625,-58.555,-61.032500000000006,-59.50666666666667,-60.6225,-59.655,-60.17,0
-63.3875,-62.4975,-57.79750000000001,-63.583333333333336,-58.597500000000004,-55.4925,-55.92,6
-51.6525,-52.03,-59.510000000000005,-53.51666666666667,-53.9175,-56.739999999999995,-55.045,4
-62.4875,-70.88749999999999,-66.89000000000001,-54.97666666666667,-61.525000000000006,-72.6375,-64.05499999999999,3
-58.81999999999999,-59.5925,-61.1025,-60.703333333333326,-61.010000000000005,-59.79,-60.35,0
-58.8525,-59.06,-59.8775,-61.15,-60.015,-58.78999999999999,-59.345,0
-56.8625,-58.05,-61.1425,-58.14333333333334,-60.2875,-60.449999999999996,-60.64,0
-75.075,-72.7825,-66.2425,-79.52333333333333,-72.21000000000001,-69.17,-71.34,2
-60.4025,-73.0525,-55.637499999999996,-58.88999999999999,-65.0975,-57.14,-61.615,0
-59.955,-59.13,-60.855000000000004,-61.54,-59.84,-60.964999999999996,-60.665,0
-54.4925,-57.019999999999996,-59.7725,-56.416666666666664,-57.1675,-58.86,-58.415,0
-72.5625,-71.05,-63.8075,-75.25666666666667,-69.10749999999999,-64.9275,-67.02000000000001,2
-52.705,-55.017500000000005,-62.260000000000005,-55.97666666666667,-57.9975,-61.0875,-60.32,0
-67.745,-66.63499999999999,-59.7425,-72.27333333333334,-65.8975,-61.5825,-64.07,1
-59.59,-61.16,-64.855,-60.21333333333334,-63.615,-63.400000000000006,-63.76,0
-74.9975,-72.3275,-60.69,-76.96,-69.0725,-63.795,-67.09,1
-58.7025,-58.77,-60.96,-61.4,-60.214999999999996,-60.4625,-60.79,0
-58.5625,-59.627500000000005,-61.48,-60.21666666666666,-61.405,-60.2175,-60.715,0
-58.4725,-58.4975,-60.36,-61.54,-60.04,-60.075,-60.515,0
-79.64,-81.09,-82.9525,-79.99333333333334,-82.915,-82.56,-82.77,7
-58.2225,-57.96,-59.235,-60.00666666666666,-59.167500000000004,-59.957499999999996,-60.115,0
-63.2375,-62.237500000000004,-61.3675,-66.28666666666668,-61.935,-61.015,-61.56,0
-60.3075,-58.097500000000004,-61.01,-64.63333333333334,-57.8425,-58.682500000000005,-57.75,4
-65.39,-66.94250000000001,-67.3825,-63.796666666666674,-64.145,-61.83,-61.385,3
-52.197500000000005,-52.0325,-57.9775,-55.166666666666664,-53.96,-56.7275,-56.185,4
-63.802499999999995,-65.2775,-67.6275,-65.48666666666668,-67.68,-66.4325,-67.185,3
-69.39,-67.01500000000001,-57.615,-72.86666666666667,-65.0975,-59.254999999999995,-62.265,1
-57.9675,-58.405,-60.942499999999995,-59.870000000000005,-59.9325,-60.647499999999994,-60.75,0
-59.582499999999996,-59.5825,-61.7575,-60.23666666666667,-61.2325,-62.6075,-62.519999999999996,0
-73.78999999999999,-69.0575,-66.39500000000001,-81.07333333333334,-67.01,-66.34,-66.44,2
-75.795,-72.5075,-58.79,-72.84666666666668,-62.885000000000005,-59.85,-62.120000000000005,1
-63.292500000000004,-60.705000000000005,-58.9825,-65.15333333333334,-59.08500000000001,-58.1475,-58.43,6
-59.26,-59.910000000000004,-60.3475,-61.54333333333333,-61.1625,-59.4,-60.29,0
-56.2,-59.735,-62.575,-56.093333333333334,-59.5625,-61.362500000000004,-61.455,0
-56.447500000000005,-59.730000000000004,-62.34,-57.03,-60.567499999999995,-61.502500000000005,-60.379999999999995,0
-54.50749999999999,-56.8,-66.7,-54.60333333333333,-60.4,-58.879999999999995,-60.72,0
-72.3025,-70.915,-65.95249999999999,-76.23333333333333,-70.2225,-67.28750000000001,-69.055,2
-53.3125,-57.3625,-62.834999999999994,-53.699999999999996,-59.080000000000005,-62.4825,-60.29,0
-58.35,-60.74249999999999,-62.68,-59.169999999999995,-63.589999999999996,-61.31,-62.260000000000005,0
-53.8275,-56.6475,-60.3325,-51.60666666666666,-59.225,-60.62,-59.26,0
-54.725,-57.7675,-57.755,-55.54666666666666,-63.192499999999995,-59.6575,-64.39,0
-58.915,-58.94500000000001,-61.684999999999995,-60.97666666666667,-60.3525,-61.1975,-61.1,0
-60.285,-57.747499999999995,-57.585,-65.33,-57.16250000000001,-56.3525,-56.57,6
-55.87,-55.69499999999999,-60.5925,-58.00333333333333,-57.712500000000006,-60.792500000000004,-59.754999999999995,0
-71.15,-69.345,-61.525000000000006,-75.18666666666667,-67.97,-63.61,-66.08,1
-57.87,-56.8825,-54.675,-60.98333333333333,-56.51499999999999,-54.655,-55.644999999999996,4
-61.81999999999999,-61.614999999999995,-64.85,-62.800000000000004,-62.9275,-64.68249999999999,-64.24000000000001,3
-65.7075,-67.5575,-68.7525,-68.00333333333333,-67.86500000000001,-70.49000000000001,-68.99,5
-58.89000000000001,-55.8025,-56.44,-64.22,-54.69,-54.5825,-54.230000000000004,6
-57.805,-54.105,-56.832499999999996,-63.82999999999999,-52.8475,-54.025,-52.845,4
-60.349999999999994,-56.7425,-55.6275,-65.02,-54.765,-53.9775,-53.93,6
-57.7375,-57.980000000000004,-60.81,-59.27,-59.894999999999996,-61.50749999999999,-61.485,0
-70.425,-70.44,-62.24249999999999,-73.95333333333333,-70.02,-63.8875,-66.69999999999999,1
-55.3475,-56.402499999999996,-59.36749999999999,-56.46666666666666,-58.7725,-58.63,-59.285,0
-54.707499999999996,-55.147499999999994,-59.795,-57.90333333333333,-56.830000000000005,-59.152499999999996,-57.599999999999994,4
-52.5275,-57.155,-59.3475,-53.1,-58.0325,-60.215,-59.735,0
-56.6425,-58.90749999999999,-62.349999999999994,-56.653333333333336,-59.1025,-61.9025,-59.9,0
-71.7175,-68.2125,-70.96249999999999,-73.41,-70.925,-71.39,-76.11,5
-58.4725,-60.6875,-63.31249999999999,-59.18666666666667,-61.175000000000004,-63.1675,-61.765,0
-79.795,-81.34,-82.4125,-79.52666666666666,-82.525,-82.8275,-83.405,7
-54.525,-58.67,-60.7525,-54.333333333333336,-58.835,-60.677499999999995,-60.875,0
-63.1275,-61.754999999999995,-69.58500000000001,-67.28333333333333,-63.510000000000005,-67.83250000000001,-65.765,3
-55.645,-58.2425,-61.872499999999995,-56.403333333333336,-59.667500000000004,-60.2225,-59.59,0
-53.7325,-56.535,-60.985,-52.68666666666667,-58.25750000000001,-60.232499999999995,-59.19,0
-67.8175,-62.60999999999999,-63.6025,-71.55666666666667,-59.405,-59.745,-58.79,0
-60.61,-62.87,-75.2825,-58.19,-63.49250000000001,-70.7325,-68.9,0
-58.692499999999995,-58.8425,-61.5625,-61.22666666666667,-60.365,-61.16499999999999,-61.129999999999995,0
-59.68749999999999,-60.5475,-63.727500000000006,-58.92666666666667,-61.3425,-63.1025,-62.195,0
-62.832499999999996,-59.9825,-56.8325,-66.36999999999999,-57.485,-55.307500000000005,-55.644999999999996,6
-66.065,-67.64,-72.7025,-67.97666666666667,-70.235,-70.1575,-69.975,5
-53.235,-57.2425,-58.8875,-52.583333333333336,-58.0525,-60.45,-59.175,0
-70.8125,-71.1875,-60.795,-69.99333333333334,-68.715,-63.644999999999996,-66.11500000000001,1
-60.91,-60.4325,-62.725,-62.46333333333334,-61.5325,-62.82,-62.67,0
-61.982499999999995,-59.495,-62.1925,-70.15666666666667,-61.7475,-60.9625,-62.085,0
-61.730000000000004,-60.3525,-61.25500000000001,-64.16,-60.1475,-60.81249999999999,-60.45,0
-65.89,-64.935,-66.1825,-68.43666666666667,-65.695,-66.24249999999999,-66.28999999999999,3
-73.1575,-72.04249999999999,-66.155,-77.48333333333333,-71.4875,-67.8575,-70.05000000000001,2
